일자|시간|구분,공급량
2019-02-06 03 B,1362.6842
2019-02-06 04 B,1392.4686
2019-02-06 05 B,1576.3649
2019-02-06 06 B,1659.862
2019-02-06 07 B,1878.0513
2019-02-06 08 B,2269.3354
2019-02-06 09 B,2339.6553
2019-02-06 10 B,2255.655
2019-02-06 11 B,2193.6152
2019-02-06 12 B,1936.1733
2019-02-06 13 B,1788.5259
2019-02-06 14 B,1700.8245
2019-02-06 15 B,1619.5337
2019-02-06 16 B,1610.3824
2019-02-06 17 B,1669.3203
2019-02-06 18 B,1835.8173
2019-02-06 19 B,2126.6218
2019-02-06 20 B,2237.8901
2019-02-06 21 B,2226.552
2019-02-06 22 B,2181.6277
2019-02-06 23 B,2074.0422
2019-02-06 24 B,1960.284
2019-02-07 01 B,1728.5566
2019-02-07 02 B,1468.5156
2019-02-07 03 B,1412.5281
2019-02-07 04 B,1474.7546
2019-02-07 05 B,1635.1329
2019-02-07 06 B,1703.1516
2019-02-07 07 B,1961.3851
2019-02-07 08 B,2352.7637
2019-02-07 09 B,2419.8738
2019-02-07 10 B,2319.2053
2019-02-07 11 B,2209.846
2019-02-07 12 B,2007.9072
2019-02-07 13 B,1862.3491
2019-02-07 14 B,1741.7859
2019-02-07 15 B,1619.32
2019-02-07 16 B,1610.1687
2019-02-07 17 B,1669.1066
2019-02-07 18 B,1851.7595
2019-02-07 19 B,2126.9365
2019-02-07 20 B,2239.031
2019-02-07 21 B,2227.5088
2019-02-07 22 B,2212.6235
2019-02-07 23 B,2091.9753
2019-02-07 24 B,1990.2278
2019-02-08 01 B,1768.8966
2019-02-08 02 B,1545.4065
2019-02-08 03 B,1430.742
2019-02-08 04 B,1473.043
2019-02-08 05 B,1622.9178
2019-02-08 06 B,1731.4984
2019-02-08 07 B,1989.7318
2019-02-08 08 B,2380.1282
2019-02-08 09 B,2441.3167
2019-02-08 10 B,2345.3062
2019-02-08 11 B,2235.571
2019-02-08 12 B,2036.3483
2019-02-08 13 B,1863.2059
2019-02-08 14 B,1770.8567
2019-02-08 15 B,1641.6388
2019-02-08 16 B,1633.673
2019-02-08 17 B,1695.2146
2019-02-08 18 B,1890.784
2019-02-08 19 B,2208.879
2019-02-08 20 B,2274.5713
2019-02-08 21 B,2253.6677
2019-02-08 22 B,2227.1875
2019-02-08 23 B,2128.853
2019-02-08 24 B,2046.899
2019-02-09 01 B,1701.2596
2019-02-09 02 B,1449.5142
2019-02-09 03 B,1384.3982
2019-02-09 04 B,1446.6248
2019-02-09 05 B,1607.003
2019-02-09 06 B,1678.3567
2019-02-09 07 B,1936.5902
2019-02-09 08 B,2321.538
2019-02-09 09 B,2385.0352
2019-02-09 10 B,2281.0315
2019-02-09 11 B,2166.5837
2019-02-09 12 B,1964.8677
2019-02-09 13 B,1819.9965
2019-02-09 14 B,1698.3408
2019-02-09 15 B,1629.1661
2019-02-09 16 B,1620.0149
2019-02-09 17 B,1680.3508
2019-02-09 18 B,1810.7056
2019-02-09 19 B,2141.5544
2019-02-09 20 B,2195.6418
2019-02-09 21 B,2210.6187
2019-02-09 22 B,2173.0652
2019-02-09 23 B,2082.694
2019-02-09 24 B,1975.7285
2019-02-10 01 B,1725.0616
2019-02-10 02 B,1462.7628
2019-02-10 03 B,1434.6404
2019-02-10 04 B,1459.5929
2019-02-10 05 B,1623.917
2019-02-10 06 B,1709.1824
2019-02-10 07 B,1967.4158
2019-02-10 08 B,2360.0667
2019-02-10 09 B,2430.8513
2019-02-10 10 B,2303.0764
2019-02-10 11 B,2188.6743
2019-02-10 12 B,1989.2677
2019-02-10 13 B,1844.3739
2019-02-10 14 B,1728.4513
2019-02-10 15 B,1653.2773
2019-02-10 16 B,1645.3115
2019-02-10 17 B,1706.8531
2019-02-10 18 B,1837.5254
2019-02-10 19 B,2183.4875
2019-02-10 20 B,2252.7556
2019-02-10 21 B,2231.9893
2019-02-10 22 B,2222.9548
2019-02-10 23 B,2097.4692
2019-02-10 24 B,1987.8938
2019-02-11 01 B,1735.4686
2019-02-11 02 B,1476.1824
2019-02-11 03 B,1366.3036
2019-02-11 04 B,1389.674
2019-02-11 05 B,1576.7897
2019-02-11 06 B,1636.2957
2019-02-11 07 B,1880.7985
2019-02-11 08 B,2277.415
2019-02-11 09 B,2349.3884
2019-02-11 10 B,2265.902
2019-02-11 11 B,2162.6694
2019-02-11 12 B,1880.4493
2019-02-11 13 B,1804.1492
2019-02-11 14 B,1685.7031
2019-02-11 15 B,1604.9186
2019-02-11 16 B,1595.5509
2019-02-11 17 B,1652.4962
2019-02-11 18 B,1766.4365
2019-02-11 19 B,2135.3286
2019-02-11 20 B,2181.669
2019-02-11 21 B,2145.804
2019-02-11 22 B,2127.53
2019-02-11 23 B,2011.2013
2019-02-11 24 B,1903.5972
2019-02-12 01 B,1630.0187
2019-02-12 02 B,1411.6407
2019-02-12 03 B,1315.2484
2019-02-12 04 B,1338.6188
2019-02-12 05 B,1473.9957
2019-02-12 06 B,1592.0217
2019-02-12 07 B,1818.9912
2019-02-12 08 B,2207.0417
2019-02-12 09 B,2280.7246
2019-02-12 10 B,2173.3276
2019-02-12 11 B,2087.4614
2019-02-12 12 B,1879.0499
2019-02-12 13 B,1760.4734
2019-02-12 14 B,1651.9309
2019-02-12 15 B,1549.993
2019-02-12 16 B,1540.6254
2019-02-12 17 B,1596.8818
2019-02-12 18 B,1730.3993
2019-02-12 19 B,2088.635
2019-02-12 20 B,2183.8777
2019-02-12 21 B,2127.0618
2019-02-12 22 B,2085.2415
2019-02-12 23 B,1967.2601
2019-02-12 24 B,1887.3091
2019-02-13 01 B,1613.9192
2019-02-13 02 B,1411.2075
2019-02-13 03 B,1312.5363
2019-02-13 04 B,1335.449
2019-02-13 05 B,1474.6677
2019-02-13 06 B,1536.2563
2019-02-13 07 B,1763.2258
2019-02-13 08 B,2159.4646
2019-02-13 09 B,2233.1475
2019-02-13 10 B,2174.8147
2019-02-13 11 B,2040.9005
2019-02-13 12 B,1823.3217
2019-02-13 13 B,1687.9415
2019-02-13 14 B,1577.2511
2019-02-13 15 B,1475.8383
2019-02-13 16 B,1466.4706
2019-02-13 17 B,1521.1128
2019-02-13 18 B,1659.8795
2019-02-13 19 B,2002.5896
2019-02-13 20 B,2122.471
2019-02-13 21 B,2121.0525
2019-02-13 22 B,2092.9202
2019-02-13 23 B,1952.3276
2019-02-13 24 B,1850.5603
2019-02-14 01 B,1542.7141
2019-02-14 02 B,1389.5417
2019-02-14 03 B,1290.8705
2019-02-14 04 B,1313.7832
2019-02-14 05 B,1454.1362
2019-02-14 06 B,1515.7249
2019-02-14 07 B,1742.6943
2019-02-14 08 B,2136.14
2019-02-14 09 B,2209.8228
2019-02-14 10 B,2113.7815
2019-02-14 11 B,2017.5751
2019-02-14 12 B,1796.359
2019-02-14 13 B,1648.3333
2019-02-14 14 B,1537.5529
2019-02-14 15 B,1435.8037
2019-02-14 16 B,1426.436
2019-02-14 17 B,1478.9504
2019-02-14 18 B,1620.1514
2019-02-14 19 B,1979.8105
2019-02-14 20 B,2092.7424
2019-02-14 21 B,2063.2117
2019-02-14 22 B,2064.5088
2019-02-14 23 B,1930.4119
2019-02-14 24 B,1822.1482
2019-02-15 01 B,1540.4679
2019-02-15 02 B,1327.7035
2019-02-15 03 B,1277.6807
2019-02-15 04 B,1301.051
2019-02-15 05 B,1429.8986
2019-02-15 06 B,1491.7509
2019-02-15 07 B,1721.728
2019-02-15 08 B,2085.3113
2019-02-15 09 B,2150.0505
2019-02-15 10 B,2092.9946
2019-02-15 11 B,1983.1338
2019-02-15 12 B,1751.768
2019-02-15 13 B,1610.7278
2019-02-15 14 B,1505.3617
2019-02-15 15 B,1401.6824
2019-02-15 16 B,1392.3147
2019-02-15 17 B,1444.8291
2019-02-15 18 B,1588.8629
2019-02-15 19 B,1962.8643
2019-02-15 20 B,2029.6266
2019-02-15 21 B,2030.8444
2019-02-15 22 B,2009.6012
2019-02-15 23 B,1918.3777
2019-02-15 24 B,1816.6104
2019-02-16 01 B,1526.5455
2019-02-16 02 B,1326.7572
2019-02-16 03 B,1227.1951
2019-02-16 04 B,1300.1047
2019-02-16 05 B,1429.4099
2019-02-16 06 B,1489.6703
2019-02-16 07 B,1719.6475
2019-02-16 08 B,2084.3652
2019-02-16 09 B,2147.9333
2019-02-16 10 B,2060.2646
2019-02-16 11 B,1986.3253
2019-02-16 12 B,1758.7256
2019-02-16 13 B,1603.9666
2019-02-16 14 B,1506.2041
2019-02-16 15 B,1398.0906
2019-02-16 16 B,1388.7229
2019-02-16 17 B,1441.2373
2019-02-16 18 B,1571.963
2019-02-16 19 B,1947.2991
2019-02-16 20 B,1989.9972
2019-02-16 21 B,2012.6263
2019-02-16 22 B,1994.6184
2019-02-16 23 B,1875.1943
2019-02-16 24 B,1815.6641
2019-02-17 01 B,1501.8916
2019-02-17 02 B,1300.8961
2019-02-17 03 B,1214.3103
2019-02-17 04 B,1236.7494
2019-02-17 05 B,1402.866
2019-02-17 06 B,1470.4227
2019-02-17 07 B,1700.3999
2019-02-17 08 B,2070.6765
2019-02-17 09 B,2133.4243
2019-02-17 10 B,2044.9371
2019-02-17 11 B,1976.9004
2019-02-17 12 B,1738.514
2019-02-17 13 B,1590.7252
2019-02-17 14 B,1492.5492
2019-02-17 15 B,1388.8699
2019-02-17 16 B,1379.5022
2019-02-17 17 B,1432.0166
2019-02-17 18 B,1578.1371
2019-02-17 19 B,1936.1385
2019-02-17 20 B,2018.1472
2019-02-17 21 B,2000.7208
2019-02-17 22 B,1982.7129
2019-02-17 23 B,1863.2888
2019-02-17 24 B,1806.7814
2019-02-18 01 B,1521.1763
2019-02-18 02 B,1308.4119
2019-02-18 03 B,1258.389
2019-02-18 04 B,1281.719
2019-02-18 05 B,1403.7865
2019-02-18 06 B,1465.6388
2019-02-18 07 B,1705.8746
2019-02-18 08 B,2099.398
2019-02-18 09 B,2125.0618
2019-02-18 10 B,2067.1863
2019-02-18 11 B,1964.5048
2019-02-18 12 B,1769.0887
2019-02-18 13 B,1611.7305
2019-02-18 14 B,1512.1272
2019-02-18 15 B,1418.884
2019-02-18 16 B,1409.5164
2019-02-18 17 B,1462.0308
2019-02-18 18 B,1635.2329
2019-02-18 19 B,1982.3485
2019-02-18 20 B,2078.9114
2019-02-18 21 B,2078.2134
2019-02-18 22 B,2038.3909
2019-02-18 23 B,1897.7981
2019-02-18 24 B,1796.3043
2019-02-19 01 B,1514.4839
2019-02-19 02 B,1293.9617
2019-02-19 03 B,1243.9388
2019-02-19 04 B,1267.2688
2019-02-19 05 B,1389.3363
2019-02-19 06 B,1445.6821
2019-02-19 07 B,1692.6572
2019-02-19 08 B,2086.1807
2019-02-19 09 B,2111.844
2019-02-19 10 B,2053.968
2019-02-19 11 B,1961.5957
2019-02-19 12 B,1748.4762
2019-02-19 13 B,1604.3538
2019-02-19 14 B,1535.6959
2019-02-19 15 B,1404.7443
2019-02-19 16 B,1395.3766
2019-02-19 17 B,1447.891
2019-02-19 18 B,1624.8297
2019-02-19 19 B,1949.4514
2019-02-19 20 B,2048.22
2019-02-19 21 B,2047.523
2019-02-19 22 B,2012.8252
2019-02-19 23 B,1877.9298
2019-02-19 24 B,1767.8453
2019-02-20 01 B,1555.2549
2019-02-20 02 B,1345.6763
2019-02-20 03 B,1245.6565
2019-02-20 04 B,1268.0956
2019-02-20 05 B,1402.5594
2019-02-20 06 B,1458.6416
2019-02-20 07 B,1693.2697
2019-02-20 08 B,2088.5913
2019-02-20 09 B,2153.0388
2019-02-20 10 B,2093.143
2019-02-20 11 B,2001.1882
2019-02-20 12 B,1769.9763
2019-02-20 13 B,1643.7136
2019-02-20 14 B,1561.0734
2019-02-20 15 B,1454.671
2019-02-20 16 B,1445.3033
2019-02-20 17 B,1497.8177
2019-02-20 18 B,1650.9155
2019-02-20 19 B,1997.916
2019-02-20 20 B,2081.352
2019-02-20 21 B,2042.973
2019-02-20 22 B,2009.1653
2019-02-20 23 B,1879.0505
2019-02-20 24 B,1770.6818
2019-02-21 01 B,1556.1447
2019-02-21 02 B,1346.9906
2019-02-21 03 B,1246.9708
2019-02-21 04 B,1269.4099
2019-02-21 05 B,1403.2018
2019-02-21 06 B,1459.9559
2019-02-21 07 B,1694.584
2019-02-21 08 B,2090.726
2019-02-21 09 B,2152.0964
2019-02-21 10 B,2095.1494
2019-02-21 11 B,2002.5884
2019-02-21 12 B,1762.3767
2019-02-21 13 B,1612.0842
2019-02-21 14 B,1542.3414
2019-02-21 15 B,1411.3898
2019-02-21 16 B,1402.0221
2019-02-21 17 B,1454.5365
2019-02-21 18 B,1631.4752
2019-02-21 19 B,1956.8628
2019-02-21 20 B,2055.8127
2019-02-21 21 B,2054.1858
2019-02-21 22 B,2018.317
2019-02-21 23 B,1883.4216
2019-02-21 24 B,1773.3372
2019-02-22 01 B,1506.7594
2019-02-22 02 B,1346.2538
2019-02-22 03 B,1247.5825
2019-02-22 04 B,1270.0216
2019-02-22 05 B,1393.2234
2019-02-22 06 B,1460.782
2019-02-22 07 B,1694.738
2019-02-22 08 B,2090.8804
2019-02-22 09 B,2152.2507
2019-02-22 10 B,2057.5955
2019-02-22 11 B,1966.637
2019-02-22 12 B,1757.9856
2019-02-22 13 B,1600.4142
2019-02-22 14 B,1505.625
2019-02-22 15 B,1411.5438
2019-02-22 16 B,1402.1761
2019-02-22 17 B,1454.6906
2019-02-22 18 B,1594.7588
2019-02-22 19 B,1916.3566
2019-02-22 20 B,2036.4354
2019-02-22 21 B,2013.0104
2019-02-22 22 B,2018.4711
2019-02-22 23 B,1890.072
2019-02-22 24 B,1773.4912
2019-02-23 01 B,1503.3834
2019-02-23 02 B,1342.0532
2019-02-23 03 B,1243.382
2019-02-23 04 B,1265.821
2019-02-23 05 B,1389.0228
2019-02-23 06 B,1456.5814
2019-02-23 07 B,1690.5375
2019-02-23 08 B,2086.6804
2019-02-23 09 B,2148.5803
2019-02-23 10 B,2053.925
2019-02-23 11 B,1962.966
2019-02-23 12 B,1754.3146
2019-02-23 13 B,1597.3868
2019-02-23 14 B,1502.5977
2019-02-23 15 B,1394.1682
2019-02-23 16 B,1384.8005
2019-02-23 17 B,1436.6896
2019-02-23 18 B,1591.1061
2019-02-23 19 B,1912.7039
2019-02-23 20 B,2032.139
2019-02-23 21 B,2008.714
2019-02-23 22 B,2014.1747
2019-02-23 23 B,1885.7756
2019-02-23 24 B,1769.1948
2019-02-24 01 B,1501.537
2019-02-24 02 B,1340.2068
2019-02-24 03 B,1241.5355
2019-02-24 04 B,1263.9746
2019-02-24 05 B,1387.1764
2019-02-24 06 B,1454.735
2019-02-24 07 B,1689.363
2019-02-24 08 B,2084.8342
2019-02-24 09 B,2146.7341
2019-02-24 10 B,2052.0789
2019-02-24 11 B,1941.6978
2019-02-24 12 B,1756.3315
2019-02-24 13 B,1594.8721
2019-02-24 14 B,1489.569
2019-02-24 15 B,1392.8296
2019-02-24 16 B,1383.4619
2019-02-24 17 B,1434.8845
2019-02-24 18 B,1577.611
2019-02-24 19 B,1907.9725
2019-02-24 20 B,2026.8999
2019-02-24 21 B,2002.5072
2019-02-24 22 B,2007.7853
2019-02-24 23 B,1871.9498
2019-02-24 24 B,1764.8577
2019-02-25 01 B,1469.6613
2019-02-25 02 B,1262.461
2019-02-25 03 B,1180.4841
2019-02-25 04 B,1215.8995
2019-02-25 05 B,1332.4768
2019-02-25 06 B,1435.6935
2019-02-25 07 B,1647.1876
2019-02-25 08 B,2017.7864
2019-02-25 09 B,2079.0625
2019-02-25 10 B,2026.3843
2019-02-25 11 B,1877.1096
2019-02-25 12 B,1648.2681
2019-02-25 13 B,1486.3276
2019-02-25 14 B,1437.4607
2019-02-25 15 B,1357.0216
2019-02-25 16 B,1347.6539
2019-02-25 17 B,1387.4773
2019-02-25 18 B,1526.1113
2019-02-25 19 B,1846.6877
2019-02-25 20 B,1921.2511
2019-02-25 21 B,1898.7716
2019-02-25 22 B,1861.8514
2019-02-25 23 B,1760.7881
2019-02-25 24 B,1696.3473
2019-02-26 01 B,1448.2617
2019-02-26 02 B,1262.8436
2019-02-26 03 B,1159.4681
2019-02-26 04 B,1177.3096
2019-02-26 05 B,1305.2789
2019-02-26 06 B,1373.5483
2019-02-26 07 B,1605.9448
2019-02-26 08 B,1972.1658
2019-02-26 09 B,2029.0378
2019-02-26 10 B,1957.9763
2019-02-26 11 B,1790.8074
2019-02-26 12 B,1585.1339
2019-02-26 13 B,1480.4077
2019-02-26 14 B,1363.2275
2019-02-26 15 B,1268.3636
2019-02-26 16 B,1258.996
2019-02-26 17 B,1289.8688
2019-02-26 18 B,1451.6936
2019-02-26 19 B,1801.8163
2019-02-26 20 B,1876.6631
2019-02-26 21 B,1844.6158
2019-02-26 22 B,1837.6606
2019-02-26 23 B,1717.6492
2019-02-26 24 B,1609.5306
2019-02-27 01 B,1400.5919
2019-02-27 02 B,1207.1868
2019-02-27 03 B,1148.1729
2019-02-27 04 B,1173.982
2019-02-27 05 B,1296.6422
2019-02-27 06 B,1345.3733
2019-02-27 07 B,1577.7697
2019-02-27 08 B,1944.2733
2019-02-27 09 B,2007.5547
2019-02-27 10 B,1958.562
2019-02-27 11 B,1778.9517
2019-02-27 12 B,1563.5804
2019-02-27 13 B,1413.8755
2019-02-27 14 B,1338.1941
2019-02-27 15 B,1274.0955
2019-02-27 16 B,1264.7278
2019-02-27 17 B,1295.61
2019-02-27 18 B,1399.6207
2019-02-27 19 B,1801.6118
2019-02-27 20 B,1852.7719
2019-02-27 21 B,1828.5529
2019-02-27 22 B,1807.0309
2019-02-27 23 B,1706.6266
2019-02-27 24 B,1608.8658
2019-02-28 01 B,1390.3893
2019-02-28 02 B,1207.6831
2019-02-28 03 B,1132.2775
2019-02-28 04 B,1174.4784
2019-02-28 05 B,1302.4478
2019-02-28 06 B,1345.8696
2019-02-28 07 B,1578.266
2019-02-28 08 B,1944.7697
2019-02-28 09 B,2008.051
2019-02-28 10 B,1959.0583
2019-02-28 11 B,1780.7256
2019-02-28 12 B,1565.3544
2019-02-28 13 B,1389.9944
2019-02-28 14 B,1350.1935
2019-02-28 15 B,1269.8383
2019-02-28 16 B,1260.4706
2019-02-28 17 B,1291.3528
2019-02-28 18 B,1400.7561
2019-02-28 19 B,1735.7528
2019-02-28 20 B,1847.5356
2019-02-28 21 B,1812.4893
2019-02-28 22 B,1794.4565
2019-02-28 23 B,1700.7969
2019-02-28 24 B,1586.6285
2019-03-01 01 B,1230.3162
2019-03-01 02 B,1053.1711
2019-03-01 03 B,991.9373
2019-03-01 04 B,1038.009
2019-03-01 05 B,1151.857
2019-03-01 06 B,1207.0216
2019-03-01 07 B,1430.2717
2019-03-01 08 B,1732.5123
2019-03-01 09 B,1758.9548
2019-03-01 10 B,1681.9363
2019-03-01 11 B,1566.4929
2019-03-01 12 B,1404.9562
2019-03-01 13 B,1346.6603
2019-03-01 14 B,1281.8206
2019-03-01 15 B,1202.4778
2019-03-01 16 B,1195.176
2019-03-01 17 B,1231.124
2019-03-01 18 B,1395.2251
2019-03-01 19 B,1681.4392
2019-03-01 20 B,1717.7975
2019-03-01 21 B,1692.1731
2019-03-01 22 B,1705.7417
2019-03-01 23 B,1557.2474
2019-03-01 24 B,1469.1957
2019-03-02 01 B,1208.2074
2019-03-02 02 B,1044.2476
2019-03-02 03 B,940.61163
2019-03-02 04 B,1000.54
2019-03-02 05 B,1153.0615
2019-03-02 06 B,1244.3075
2019-03-02 07 B,1503.3143
2019-03-02 08 B,1827.5765
2019-03-02 09 B,1839.8898
2019-03-02 10 B,1759.9504
2019-03-02 11 B,1594.594
2019-03-02 12 B,1463.1864
2019-03-02 13 B,1361.8265
2019-03-02 14 B,1284.6084
2019-03-02 15 B,1175.0973
2019-03-02 16 B,1167.2698
2019-03-02 17 B,1199.4791
2019-03-02 18 B,1358.4136
2019-03-02 19 B,1649.7622
2019-03-02 20 B,1745.1671
2019-03-02 21 B,1719.684
2019-03-02 22 B,1714.7678
2019-03-02 23 B,1604.4407
2019-03-02 24 B,1497.2374
2019-03-03 01 B,1227.4244
2019-03-03 02 B,1060.4584
2019-03-03 03 B,959.8284
2019-03-03 04 B,1019.75726
2019-03-03 05 B,1172.2786
2019-03-03 06 B,1263.5245
2019-03-03 07 B,1517.4586
2019-03-03 08 B,1842.1466
2019-03-03 09 B,1858.5303
2019-03-03 10 B,1778.591
2019-03-03 11 B,1606.6542
2019-03-03 12 B,1464.1908
2019-03-03 13 B,1362.627
2019-03-03 14 B,1285.4088
2019-03-03 15 B,1175.1593
2019-03-03 16 B,1167.3318
2019-03-03 17 B,1199.5411
2019-03-03 18 B,1361.2582
2019-03-03 19 B,1652.0686
2019-03-03 20 B,1749.2523
2019-03-03 21 B,1712.9563
2019-03-03 22 B,1719.3527
2019-03-03 23 B,1611.4998
2019-03-03 24 B,1504.2965
2019-03-04 01 B,1329.7014
2019-03-04 02 B,1129.1229
2019-03-04 03 B,1075.0815
2019-03-04 04 B,1105.5437
2019-03-04 05 B,1240.398
2019-03-04 06 B,1322.6013
2019-03-04 07 B,1571.8279
2019-03-04 08 B,1914.0499
2019-03-04 09 B,1921.263
2019-03-04 10 B,1865.4711
2019-03-04 11 B,1675.8018
2019-03-04 12 B,1482.7438
2019-03-04 13 B,1417.2863
2019-03-04 14 B,1312.0168
2019-03-04 15 B,1260.7178
2019-03-04 16 B,1253.416
2019-03-04 17 B,1297.2279
2019-03-04 18 B,1405.812
2019-03-04 19 B,1711.1599
2019-03-04 20 B,1773.1698
2019-03-04 21 B,1762.5157
2019-03-04 22 B,1782.0105
2019-03-04 23 B,1659.8871
2019-03-04 24 B,1545.8326
2019-03-05 01 B,1327.4414
2019-03-05 02 B,1126.8629
2019-03-05 03 B,1072.8215
2019-03-05 04 B,1102.833
2019-03-05 05 B,1237.6873
2019-03-05 06 B,1319.8906
2019-03-05 07 B,1567.5963
2019-03-05 08 B,1910.269
2019-03-05 09 B,1918.5834
2019-03-05 10 B,1861.0363
2019-03-05 11 B,1667.3391
2019-03-05 12 B,1476.0364
2019-03-05 13 B,1409.251
2019-03-05 14 B,1303.9816
2019-03-05 15 B,1252.6825
2019-03-05 16 B,1245.3807
2019-03-05 17 B,1289.1926
2019-03-05 18 B,1397.7767
2019-03-05 19 B,1704.4525
2019-03-05 20 B,1767.4832
2019-03-05 21 B,1773.244
2019-03-05 22 B,1775.3724
2019-03-05 23 B,1652.0784
2019-03-05 24 B,1538.0239
2019-03-06 01 B,1318.539
2019-03-06 02 B,1120.2739
2019-03-06 03 B,1066.2325
2019-03-06 04 B,1095.1134
2019-03-06 05 B,1229.9677
2019-03-06 06 B,1309.8575
2019-03-06 07 B,1559.4144
2019-03-06 08 B,1900.1973
2019-03-06 09 B,1908.5116
2019-03-06 10 B,1850.6112
2019-03-06 11 B,1654.4489
2019-03-06 12 B,1463.1461
2019-03-06 13 B,1396.3607
2019-03-06 14 B,1291.4446
2019-03-06 15 B,1240.1455
2019-03-06 16 B,1232.8438
2019-03-06 17 B,1276.6556
2019-03-06 18 B,1385.2397
2019-03-06 19 B,1695.2627
2019-03-06 20 B,1754.5929
2019-03-06 21 B,1741.8168
2019-03-06 22 B,1761.3115
2019-03-06 23 B,1633.1383
2019-03-06 24 B,1522.211
2019-03-07 01 B,1312.1536
2019-03-07 02 B,1140.5679
2019-03-07 03 B,1029.667
2019-03-07 04 B,1081.1443
2019-03-07 05 B,1220.4843
2019-03-07 06 B,1281.8141
2019-03-07 07 B,1532.5912
2019-03-07 08 B,1873.4907
2019-03-07 09 B,1886.2948
2019-03-07 10 B,1819.742
2019-03-07 11 B,1639.1808
2019-03-07 12 B,1445.7185
2019-03-07 13 B,1404.5399
2019-03-07 14 B,1290.7578
2019-03-07 15 B,1213.9856
2019-03-07 16 B,1206.6838
2019-03-07 17 B,1250.4957
2019-03-07 18 B,1438.3474
2019-03-07 19 B,1695.5774
2019-03-07 20 B,1754.9076
2019-03-07 21 B,1763.602
2019-03-07 22 B,1748.6249
2019-03-07 23 B,1676.0134
2019-03-07 24 B,1565.9258
2019-03-08 01 B,1238.3104
2019-03-08 02 B,1048.8151
2019-03-08 03 B,991.78577
2019-03-08 04 B,1072.3771
2019-03-08 05 B,1211.717
2019-03-08 06 B,1273.0469
2019-03-08 07 B,1523.824
2019-03-08 08 B,1864.7235
2019-03-08 09 B,1877.5276
2019-03-08 10 B,1778.5317
2019-03-08 11 B,1614.006
2019-03-08 12 B,1436.8684
2019-03-08 13 B,1332.7167
2019-03-08 14 B,1255.519
2019-03-08 15 B,1188.6018
2019-03-08 16 B,1182.0902
2019-03-08 17 B,1213.9601
2019-03-08 18 B,1329.5233
2019-03-08 19 B,1637.513
2019-03-08 20 B,1723.594
2019-03-08 21 B,1706.5007
2019-03-08 22 B,1696.1299
2019-03-08 23 B,1598.823
2019-03-08 24 B,1506.5656
2019-03-09 01 B,1197.1239
2019-03-09 02 B,1027.2373
2019-03-09 03 B,942.0132
2019-03-09 04 B,1013.54846
2019-03-09 05 B,1154.6691
2019-03-09 06 B,1267.4236
2019-03-09 07 B,1517.0074
2019-03-09 08 B,1857.907
2019-03-09 09 B,1867.8392
2019-03-09 10 B,1690.9606
2019-03-09 11 B,1557.2275
2019-03-09 12 B,1436.1403
2019-03-09 13 B,1329.7599
2019-03-09 14 B,1256.5648
2019-03-09 15 B,1150.9412
2019-03-09 16 B,1143.1136
2019-03-09 17 B,1173.4564
2019-03-09 18 B,1329.4343
2019-03-09 19 B,1626.274
2019-03-09 20 B,1726.5663
2019-03-09 21 B,1683.2377
2019-03-09 22 B,1680.9792
2019-03-09 23 B,1572.7992
2019-03-09 24 B,1481.4678
2019-03-10 01 B,1234.227
2019-03-10 02 B,1026.0637
2019-03-10 03 B,966.86536
2019-03-10 04 B,1013.57086
2019-03-10 05 B,1204.6447
2019-03-10 06 B,1265.9745
2019-03-10 07 B,1517.6459
2019-03-10 08 B,1858.5454
2019-03-10 09 B,1869.2982
2019-03-10 10 B,1754.4049
2019-03-10 11 B,1568.4242
2019-03-10 12 B,1436.4568
2019-03-10 13 B,1333.146
2019-03-10 14 B,1254.5771
2019-03-10 15 B,1146.8232
2019-03-10 16 B,1138.9957
2019-03-10 17 B,1171.4688
2019-03-10 18 B,1330.6902
2019-03-10 19 B,1625.7924
2019-03-10 20 B,1728.1848
2019-03-10 21 B,1675.5975
2019-03-10 22 B,1694.7987
2019-03-10 23 B,1600.7181
2019-03-10 24 B,1489.388
2019-03-11 01 B,1309.095
2019-03-11 02 B,1123.1748
2019-03-11 03 B,1066.3447
2019-03-11 04 B,1095.5403
2019-03-11 05 B,1230.244
2019-03-11 06 B,1312.1271
2019-03-11 07 B,1562.5985
2019-03-11 08 B,1904.7302
2019-03-11 09 B,1917.9818
2019-03-11 10 B,1860.7809
2019-03-11 11 B,1658.5756
2019-03-11 12 B,1479.4271
2019-03-11 13 B,1408.4156
2019-03-11 14 B,1288.161
2019-03-11 15 B,1189.9177
2019-03-11 16 B,1182.616
2019-03-11 17 B,1219.8597
2019-03-11 18 B,1400.9138
2019-03-11 19 B,1692.6847
2019-03-11 20 B,1769.8531
2019-03-11 21 B,1746.7516
2019-03-11 22 B,1770.0728
2019-03-11 23 B,1641.8995
2019-03-11 24 B,1530.9723
2019-03-12 01 B,1221.1288
2019-03-12 02 B,1050.2273
2019-03-12 03 B,965.00323
2019-03-12 04 B,1023.6655
2019-03-12 05 B,1176.0359
2019-03-12 06 B,1240.8314
2019-03-12 07 B,1468.6278
2019-03-12 08 B,1831.6073
2019-03-12 09 B,1852.1008
2019-03-12 10 B,1725.1279
2019-03-12 11 B,1587.1467
2019-03-12 12 B,1409.8333
2019-03-12 13 B,1309.7799
2019-03-12 14 B,1226.1354
2019-03-12 15 B,1097.0614
2019-03-12 16 B,1088.435
